Date;US dollar (USD);Euro (EUR)
22.09.1993;354.4;295.88
23.09.1993;357.0;300.99
24.09.1993;357.6;301.99
27.09.1993;356.65;298.54
28.09.1993;355.75;296.02
29.09.1993;353.2;293.24
30.09.1993;355.5;298.71
01.10.1993;354.0;297.0
04.10.1993;351.75;294.06
05.10.1993;353.8;296.01
06.10.1993;356.25;297.88
07.10.1993;357.3;299.5
08.10.1993;358.5;297.47
11.10.1993;361.4;299.96
12.10.1993;360.6;297.55
13.10.1993;366.4;304.21
14.10.1993;367.25;306.66
15.10.1993;364.6;304.52
18.10.1993;365.2;306.6
19.10.1993;366.4;309.28
20.10.1993;372.5;315.85
21.10.1993;374.5;319.7
22.10.1993;367.9;315.72
25.10.1993;371.5;318.52
26.10.1993;368.25;316.92
27.10.1993;371.5;320.52
28.10.1993;368.55;316.91
29.10.1993;369.6;318.85
01.11.1993;363.25;316.12
02.11.1993;363.0;315.38
03.11.1993;363.55;315.33
04.11.1993;372.0;323.37
05.11.1993;377.75;327.4
08.11.1993;375.65;324.7
09.11.1993;376.0;327.19
10.11.1993;374.9;325.62
11.11.1993;376.75;327.46
12.11.1993;376.75;327.49
15.11.1993;374.7;325.96
16.11.1993;375.0;327.33
17.11.1993;371.8;325.14
18.11.1993;376.75;330.37
19.11.1993;377.5;332.08
22.11.1993;378.4;331.58
23.11.1993;377.6;330.89
24.11.1993;376.35;329.55
25.11.1993;377.6;331.88
26.11.1993;376.85;331.75
29.11.1993;371.15;326.52
30.11.1993;370.9;327.89
01.12.1993;373.1;330.28
02.12.1993;374.65;332.54
03.12.1993;376.75;333.55
06.12.1993;377.0;330.44
07.12.1993;376.9;329.73
08.12.1993;382.3;333.67
09.12.1993;382.5;334.18
10.12.1993;382.3;332.91
13.12.1993;386.25;338.08
14.12.1993;387.0;339.88
15.12.1993;385.6;339.05
16.12.1993;386.1;338.45
17.12.1993;386.5;338.08
20.12.1993;389.75;341.58
21.12.1993;387.5;337.99
22.12.1993;385.65;335.33
23.12.1993;384.95;333.38
24.12.1993;384.95;334.03
27.12.1993;384.95;334.03
28.12.1993;384.95;334.03
29.12.1993;386.1;339.71
30.12.1993;391.75;347.46
31.12.1993;391.75;348.19
03.01.1994;391.75;348.19
04.01.1994;394.1;350.13
05.01.1994;395.25;351.08
06.01.1994;385.65;342.51
07.01.1994;390.5;346.33
10.01.1994;383.7;340.37
11.01.1994;385.45;342.88
12.01.1994;386.1;342.44
13.01.1994;388.75;347.15
14.01.1994;390.1;348.5
17.01.1994;392.3;350.74
18.01.1994;392.55;349.5
19.01.1994;391.7;348.27
20.01.1994;391.8;347.22
21.01.1994;386.0;343.84
24.01.1994;378.8;337.75
25.01.1994;382.0;340.39
26.01.1994;383.0;340.61
27.01.1994;383.6;340.49
28.01.1994;378.25;333.12
31.01.1994;377.9;335.18
01.02.1994;381.65;335.45
02.02.1994;384.7;339.63
03.02.1994;385.65;339.75
04.02.1994;388.5;342.75
07.02.1994;383.5;343.06
08.02.1994;380.55;341.06
09.02.1994;380.75;340.09
10.02.1994;382.5;340.96
11.02.1994;381.85;340.15
14.02.1994;383.25;339.82
15.02.1994;385.0;338.49
16.02.1994;383.5;336.87
17.02.1994;384.5;339.06
18.02.1994;379.95;332.56
21.02.1994;380.0;334.24
22.02.1994;379.4;333.67
23.02.1994;375.75;330.61
24.02.1994;376.7;332.14
25.02.1994;378.95;330.31
28.02.1994;381.55;332.98
01.03.1994;381.3;333.44
02.03.1994;376.95;328.98
03.03.1994;377.7;329.89
04.03.1994;375.95;330.24
07.03.1994;377.5;331.28
08.03.1994;376.1;329.88
09.03.1994;375.3;328.06
10.03.1994;380.5;329.22
11.03.1994;386.65;332.33
14.03.1994;386.5;334.05
15.03.1994;387.1;335.78
16.03.1994;385.5;333.5
17.03.1994;383.4;329.82
18.03.1994;386.55;335.81
21.03.1994;386.45;335.94
22.03.1994;389.15;336.87
23.03.1994;388.25;335.29
24.03.1994;390.4;335.3
25.03.1994;391.3;334.95
28.03.1994;389.25;333.25
29.03.1994;386.8;330.06
30.03.1994;387.15;332.01
31.03.1994;389.2;331.04
01.04.1994;389.2;335.52
04.04.1994;389.2;336.23
05.04.1994;384.75;333.97
06.04.1994;383.9;335.12
07.04.1994;384.3;335.26
08.04.1994;385.45;335.28
11.04.1994;381.75;330.86
12.04.1994;378.0;329.74
13.04.1994;378.5;329.17
14.04.1994;377.65;327.89
15.04.1994;377.0;328.22
18.04.1994;378.1;330.59
19.04.1994;373.1;323.03
20.04.1994;371.35;320.54
21.04.1994;373.3;320.71
22.04.1994;369.65;318.66
25.04.1994;373.0;319.05
26.04.1994;374.3;320.3
27.04.1994;374.25;319.09
28.04.1994;373.35;317.31
29.04.1994;376.45;317.52
02.05.1994;376.45;316.4
03.05.1994;375.1;314.77
04.05.1994;375.15;318.05
05.05.1994;374.5;318.69
06.05.1994;373.4;317.25
09.05.1994;381.0;321.84
10.05.1994;380.15;323.18
11.05.1994;380.5;324.6
12.05.1994;379.25;322.8
13.05.1994;381.65;324.27
16.05.1994;379.3;323.94
17.05.1994;382.55;325.17
18.05.1994;379.6;320.94
19.05.1994;383.3;323.19
20.05.1994;383.15;321.45
23.05.1994;386.45;324.45
24.05.1994;388.0;326.19
25.05.1994;387.3;325.26
26.05.1994;384.9;323.16
27.05.1994;385.4;323.51
30.05.1994;385.4;323.76
31.05.1994;387.6;325.31
01.06.1994;386.3;324.17
02.06.1994;383.25;323.0
03.06.1994;382.95;325.78
06.06.1994;378.4;322.28
07.06.1994;380.5;323.98
08.06.1994;381.45;324.83
09.06.1994;382.55;326.02
10.06.1994;383.05;325.27
13.06.1994;382.6;321.92
14.06.1994;383.8;322.35
15.06.1994;384.1;320.91
16.06.1994;386.85;323.26
17.06.1994;387.85;323.92
20.06.1994;389.3;319.65
21.06.1994;390.3;320.67
22.06.1994;392.45;322.14
23.06.1994;389.0;319.74
24.06.1994;389.9;319.45
27.06.1994;389.25;314.68
28.06.1994;386.55;314.22
29.06.1994;385.5;313.1
30.06.1994;388.25;317.59
01.07.1994;384.6;315.08
04.07.1994;386.6;316.73
05.07.1994;387.3;314.89
06.07.1994;385.5;311.07
07.07.1994;383.0;310.48
08.07.1994;383.15;310.03
11.07.1994;385.75;305.42
12.07.1994;386.3;302.23
13.07.1994;384.65;303.77
14.07.1994;384.2;304.81
15.07.1994;384.9;307.77
18.07.1994;386.5;307.09
19.07.1994;384.65;308.13
20.07.1994;387.45;311.81
21.07.1994;385.9;312.67
22.07.1994;384.0;314.5
25.07.1994;385.0;313.19
26.07.1994;386.2;314.5
27.07.1994;388.55;315.04
28.07.1994;387.1;314.38
29.07.1994;384.0;313.37
01.08.1994;383.85;310.64
02.08.1994;380.0;308.92
03.08.1994;378.45;307.0
04.08.1994;377.5;306.53
05.08.1994;378.3;307.38
08.08.1994;377.6;306.67
09.08.1994;378.65;307.96
10.08.1994;378.3;306.74
11.08.1994;377.6;308.5
12.08.1994;378.2;304.7
15.08.1994;376.6;302.92
16.08.1994;376.3;302.91
17.08.1994;377.2;304.19
18.08.1994;380.65;304.87
19.08.1994;381.8;304.1
22.08.1994;382.6;302.92
23.08.1994;381.35;302.9
24.08.1994;383.9;305.52
25.08.1994;383.3;305.98
26.08.1994;383.3;308.89
29.08.1994;383.3;312.61
30.08.1994;386.6;314.47
31.08.1994;385.75;313.0
01.09.1994;386.0;313.06
02.09.1994;386.7;311.04
05.09.1994;386.9;309.93
06.09.1994;387.6;308.76
07.09.1994;389.7;311.79
08.09.1994;391.5;314.47
09.09.1994;390.75;311.19
12.09.1994;391.1;311.48
13.09.1994;389.6;311.04
14.09.1994;390.3;309.66
15.09.1994;388.0;309.25
16.09.1994;390.0;308.86
19.09.1994;389.9;311.6
20.09.1994;393.9;314.13
21.09.1994;394.9;313.75
22.09.1994;393.7;313.93
23.09.1994;395.7;314.55
26.09.1994;395.8;316.39
27.09.1994;395.8;314.8
28.09.1994;396.25;315.07
29.09.1994;395.7;314.37
30.09.1994;394.85;314.77
03.10.1994;393.15;314.4
04.10.1994;392.45;312.99
05.10.1994;393.7;312.74
06.10.1994;392.0;311.58
07.10.1994;392.0;311.07
10.10.1994;391.2;312.16
11.10.1994;387.65;308.94
12.10.1994;387.9;308.17
13.10.1994;387.25;307.75
14.10.1994;387.45;303.82
17.10.1994;389.0;301.98
18.10.1994;389.75;301.7
19.10.1994;391.1;303.01
20.10.1994;391.55;303.26
21.10.1994;390.95;301.83
24.10.1994;389.3;300.74
25.10.1994;389.2;299.71
26.10.1994;388.9;299.87
27.10.1994;389.15;300.33
28.10.1994;387.7;301.83
31.10.1994;383.85;298.37
01.11.1994;384.5;297.65
02.11.1994;383.85;296.54
03.11.1994;383.8;300.24
04.11.1994;383.8;302.1
07.11.1994;382.7;299.83
08.11.1994;384.65;300.18
09.11.1994;383.6;303.34
10.11.1994;384.2;304.5
11.11.1994;385.3;304.11
14.11.1994;385.1;307.42
15.11.1994;386.7;308.64
16.11.1994;386.25;309.37
17.11.1994;386.75;309.32
18.11.1994;384.0;308.19
21.11.1994;383.4;308.73
22.11.1994;383.8;308.42
23.11.1994;384.7;309.33
24.11.1994;384.3;309.87
25.11.1994;384.85;310.75
28.11.1994;384.0;310.72
29.11.1994;383.2;309.43
30.11.1994;383.1;311.1
01.12.1994;380.1;308.79
02.12.1994;379.0;308.96
05.12.1994;376.6;306.62
06.12.1994;375.75;305.98
07.12.1994;377.0;306.54
08.12.1994;376.2;307.22
09.12.1994;376.5;307.36
12.12.1994;377.15;307.5
13.12.1994;379.1;309.51
14.12.1994;380.5;310.05
15.12.1994;379.2;309.29
16.12.1994;380.35;310.16
19.12.1994;379.2;310.1
20.12.1994;381.9;312.18
21.12.1994;382.05;311.87
22.12.1994;381.55;313.11
23.12.1994;381.55;312.5
26.12.1994;381.55;312.5
27.12.1994;381.55;312.42
28.12.1994;381.75;312.3
29.12.1994;383.25;309.4
30.12.1994;383.25;308.79
02.01.1995;383.25;308.79
03.01.1995;380.9;307.5
04.01.1995;375.6;304.33
05.01.1995;375.3;303.28
06.01.1995;375.2;304.23
09.01.1995;372.4;301.68
10.01.1995;374.1;300.24
11.01.1995;375.6;301.61
12.01.1995;380.5;304.56
13.01.1995;378.6;303.38
16.01.1995;377.55;301.15
17.01.1995;379.8;303.67
18.01.1995;382.6;305.99
19.01.1995;381.9;305.44
20.01.1995;383.85;304.34
23.01.1995;382.35;301.51
24.01.1995;381.3;301.21
25.01.1995;381.45;302.62
26.01.1995;381.35;301.97
27.01.1995;378.4;299.49
30.01.1995;375.9;297.14
31.01.1995;374.9;297.3
01.02.1995;376.25;299.54
02.02.1995;375.9;298.81
03.02.1995;375.65;299.85
06.02.1995;374.5;299.64
07.02.1995;374.5;300.18
08.02.1995;374.6;299.45
09.02.1995;376.6;300.85
10.02.1995;376.4;299.77
13.02.1995;374.5;297.44
14.02.1995;376.0;297.61
15.02.1995;376.6;297.33
16.02.1995;376.75;294.96
17.02.1995;378.25;296.1
20.02.1995;379.2;294.02
21.02.1995;378.65;295.41
22.02.1995;379.2;294.56
23.02.1995;379.5;295.23
24.02.1995;377.75;295.57
27.02.1995;375.6;292.6
28.02.1995;376.4;293.58
01.03.1995;375.7;292.02
02.03.1995;374.75;291.49
03.03.1995;377.25;288.99
06.03.1995;378.85;286.59
07.03.1995;382.0;288.05
08.03.1995;380.0;285.04
09.03.1995;380.9;286.67
10.03.1995;381.4;291.72
13.03.1995;385.5;294.09
14.03.1995;384.7;293.96
15.03.1995;386.15;291.52
16.03.1995;383.7;289.56
17.03.1995;382.65;290.21
20.03.1995;382.2;291.26
21.03.1995;382.9;292.9
22.03.1995;382.25;291.87
23.03.1995;383.45;292.54
24.03.1995;382.1;292.47
27.03.1995;382.2;291.2
28.03.1995;381.7;289.65
29.03.1995;383.0;287.15
30.03.1995;383.4;292.35
31.03.1995;392.0;291.35
03.04.1995;392.3;293.06
04.04.1995;391.7;294.63
05.04.1995;392.05;294.32
06.04.1995;393.4;293.6
07.04.1995;393.1;293.26
10.04.1995;389.3;294.86
11.04.1995;390.0;294.98
12.04.1995;390.05;295.79
13.04.1995;389.2;291.69
14.04.1995;389.2;291.9
17.04.1995;389.2;288.59
18.04.1995;392.85;291.54
19.04.1995;395.55;292.28
20.04.1995;393.3;293.7
21.04.1995;390.35;292.38
24.04.1995;390.65;290.8
25.04.1995;389.75;288.51
26.04.1995;388.9;291.14
27.04.1995;386.35;287.76
28.04.1995;389.75;291.51
01.05.1995;387.2;290.51
02.05.1995;388.55;289.37
03.05.1995;388.7;289.13
04.05.1995;390.1;288.87
05.05.1995;391.0;289.54
08.05.1995;391.0;287.36
09.05.1995;388.1;286.24
10.05.1995;383.2;284.81
11.05.1995;383.65;289.56
12.05.1995;384.6;295.37
15.05.1995;383.75;294.85
16.05.1995;383.85;294.36
17.05.1995;382.9;294.02
18.05.1995;383.0;298.0
19.05.1995;383.0;294.89
22.05.1995;381.55;295.71
23.05.1995;382.0;294.86
24.05.1995;383.1;295.09
25.05.1995;385.8;290.31
26.05.1995;385.5;286.06
29.05.1995;385.5;287.3
30.05.1995;385.75;287.12
31.05.1995;384.3;289.94
01.06.1995;383.5;291.11
02.06.1995;384.15;288.43
05.06.1995;383.25;287.11
06.06.1995;384.2;290.11
07.06.1995;385.9;290.23
08.06.1995;385.05;291.59
09.06.1995;386.4;288.51
12.06.1995;387.5;291.13
13.06.1995;387.0;291.22
14.06.1995;387.75;289.53
15.06.1995;388.5;292.75
16.06.1995;391.3;293.25
19.06.1995;390.5;292.49
20.06.1995;390.75;291.18
21.06.1995;390.7;290.96
22.06.1995;389.65;288.51
23.06.1995;389.2;288.36
26.06.1995;389.0;289.94
27.06.1995;389.4;288.53
28.06.1995;388.25;288.66
29.06.1995;387.3;287.9
30.06.1995;387.05;287.07
03.07.1995;384.5;283.73
04.07.1995;384.75;284.38
05.07.1995;384.25;284.11
06.07.1995;384.15;283.74
07.07.1995;385.75;286.31
10.07.1995;385.8;287.15
11.07.1995;384.75;286.64
12.07.1995;386.7;288.55
13.07.1995;389.2;288.16
14.07.1995;388.4;287.57
17.07.1995;388.4;288.23
18.07.1995;389.6;288.06
19.07.1995;390.45;288.95
20.07.1995;386.85;284.02
21.07.1995;385.95;284.49
24.07.1995;386.65;284.44
25.07.1995;386.7;286.05
26.07.1995;386.0;283.7
27.07.1995;385.7;283.78
28.07.1995;383.0;280.13
31.07.1995;383.35;280.74
01.08.1995;382.85;280.14
02.08.1995;382.65;282.57
03.08.1995;384.0;282.1
04.08.1995;384.0;282.21
07.08.1995;384.1;284.46
08.08.1995;384.5;285.47
09.08.1995;384.4;285.6
10.08.1995;384.05;287.85
11.08.1995;383.55;289.19
14.08.1995;383.5;289.55
15.08.1995;386.35;299.15
16.08.1995;382.0;295.23
17.08.1995;384.35;297.61
18.08.1995;384.5;296.41
21.08.1995;384.7;296.8
22.08.1995;384.05;298.44
23.08.1995;382.75;296.35
24.08.1995;384.0;297.46
25.08.1995;383.1;296.79
28.08.1995;383.1;295.14
29.08.1995;383.0;296.44
30.08.1995;381.65;295.68
31.08.1995;382.35;294.95
01.09.1995;381.5;293.97
04.09.1995;379.7;292.78
05.09.1995;379.4;292.11
06.09.1995;380.05;294.98
07.09.1995;381.45;295.3
08.09.1995;382.4;296.59
11.09.1995;382.1;295.2
12.09.1995;383.1;295.94
13.09.1995;384.9;300.24
14.09.1995;385.1;300.15
15.09.1995;385.0;299.74
18.09.1995;385.4;300.09
19.09.1995;384.85;299.6
20.09.1995;384.5;296.47
21.09.1995;383.4;291.04
22.09.1995;383.5;288.2
25.09.1995;382.75;289.62
26.09.1995;383.8;291.54
27.09.1995;383.75;289.18
28.09.1995;383.5;288.35
29.09.1995;384.0;288.98
02.10.1995;383.25;289.33
03.10.1995;382.2;290.5
04.10.1995;382.5;290.0
05.10.1995;383.25;289.94
06.10.1995;383.05;290.48
09.10.1995;384.5;288.74
10.10.1995;385.1;290.11
11.10.1995;384.5;290.38
12.10.1995;384.45;289.37
13.10.1995;383.8;290.13
16.10.1995;383.85;288.78
17.10.1995;383.4;288.28
18.10.1995;383.65;289.62
19.10.1995;381.75;286.45
20.10.1995;381.75;284.22
23.10.1995;382.55;283.47
24.10.1995;382.5;283.5
25.10.1995;382.65;284.65
26.10.1995;382.9;285.81
27.10.1995;382.6;284.39
30.10.1995;382.15;284.82
31.10.1995;382.65;285.63
01.11.1995;381.95;286.26
02.11.1995;382.05;286.35
03.11.1995;382.55;286.16
06.11.1995;382.2;285.74
07.11.1995;384.8;287.97
08.11.1995;384.8;287.66
09.11.1995;385.0;287.99
10.11.1995;389.4;290.76
13.11.1995;388.3;291.08
14.11.1995;385.85;288.3
15.11.1995;385.3;285.85
16.11.1995;385.2;286.75
17.11.1995;386.35;287.01
20.11.1995;386.3;288.21
21.11.1995;386.3;287.32
22.11.1995;384.35;285.87
23.11.1995;382.8;285.52
24.11.1995;383.45;286.41
27.11.1995;384.6;290.12
28.11.1995;388.9;293.02
29.11.1995;388.5;293.44
30.11.1995;387.8;294.55
01.12.1995;386.2;293.72
04.12.1995;385.9;292.83
05.12.1995;386.55;292.33
06.12.1995;388.4;294.59
07.12.1995;387.8;293.76
08.12.1995;388.8;295.43
11.12.1995;389.6;295.82
12.12.1995;388.8;295.99
13.12.1995;387.6;295.59
14.12.1995;385.7;292.57
15.12.1995;386.2;292.86
18.12.1995;387.2;291.93
19.12.1995;388.1;293.14
20.12.1995;387.6;293.77
21.12.1995;388.05;293.29
22.12.1995;388.05;293.22
25.12.1995;388.05;293.22
26.12.1995;388.05;291.93
27.12.1995;387.05;290.62
28.12.1995;387.0;290.69
29.12.1995;387.0;290.67
01.01.1996;387.0;290.67
02.01.1996;389.15;292.06
03.01.1996;393.4;296.26
04.01.1996;394.25;300.02
05.01.1996;395.9;298.09
08.01.1996;396.6;298.95
09.01.1996;394.55;297.84
10.01.1996;400.0;301.11
11.01.1996;399.0;300.22
12.01.1996;399.6;301.18
15.01.1996;395.55;299.03
16.01.1996;397.6;302.55
17.01.1996;397.7;304.03
18.01.1996;397.5;304.75
19.01.1996;399.1;307.46
22.01.1996;402.2;309.64
23.01.1996;403.65;311.42
24.01.1996;402.5;310.99
25.01.1996;406.6;313.82
26.01.1996;406.5;316.65
29.01.1996;404.5;314.15
30.01.1996;406.55;316.31
31.01.1996;405.55;314.78
01.02.1996;409.1;317.8
02.02.1996;414.5;321.07
05.02.1996;414.8;318.08
06.02.1996;412.3;316.52
07.02.1996;414.2;318.97
08.02.1996;407.9;314.06
09.02.1996;408.0;314.02
12.02.1996;404.5;310.66
13.02.1996;403.2;310.63
14.02.1996;403.1;309.56
15.02.1996;404.6;311.42
16.02.1996;404.85;309.72
19.02.1996;405.35;307.1
20.02.1996;402.2;306.48
21.02.1996;396.8;301.52
22.02.1996;399.65;303.51
23.02.1996;398.25;301.93
26.02.1996;399.0;301.71
27.02.1996;399.5;302.68
28.02.1996;397.55;302.35
29.02.1996;400.65;306.5
01.03.1996;398.35;305.88
04.03.1996;393.7;302.1
05.03.1996;393.6;302.58
06.03.1996;393.6;301.96
07.03.1996;393.9;302.81
08.03.1996;396.8;306.0
11.03.1996;395.75;305.03
12.03.1996;396.25;304.89
13.03.1996;396.5;304.01
14.03.1996;395.5;303.15
15.03.1996;395.7;304.25
18.03.1996;394.0;302.27
19.03.1996;395.1;303.18
20.03.1996;394.9;303.38
21.03.1996;395.8;303.83
22.03.1996;397.7;305.43
25.03.1996;397.9;305.7
26.03.1996;399.9;307.3
27.03.1996;400.35;309.8
28.03.1996;398.7;306.76
29.03.1996;396.35;304.48
01.04.1996;394.2;303.74
02.04.1996;394.35;303.53
03.04.1996;394.65;303.15
04.04.1996;393.75;302.5
05.04.1996;393.75;302.93
08.04.1996;393.75;302.12
09.04.1996;396.3;306.53
10.04.1996;394.55;306.52
11.04.1996;394.3;306.48
12.04.1996;394.75;307.37
15.04.1996;393.2;307.03
16.04.1996;393.5;307.31
17.04.1996;391.1;305.14
18.04.1996;390.5;305.22
19.04.1996;390.9;304.38
22.04.1996;391.0;305.27
23.04.1996;391.75;306.18
24.04.1996;390.8;306.13
25.04.1996;393.3;309.42
26.04.1996;391.9;308.23
29.04.1996;390.85;306.29
30.04.1996;391.3;308.65
01.05.1996;392.3;309.52
02.05.1996;392.4;309.44
03.05.1996;394.0;309.94
06.05.1996;394.0;309.55
07.05.1996;393.7;308.42
08.05.1996;394.8;308.85
09.05.1996;392.7;307.27
10.05.1996;393.2;308.81
13.05.1996;391.0;308.11
14.05.1996;390.7;308.5
15.05.1996;392.2;309.18
16.05.1996;391.9;309.48
17.05.1996;391.95;307.46
20.05.1996;390.85;307.98
21.05.1996;391.0;309.39
22.05.1996;390.8;308.98
23.05.1996;391.4;309.7
24.05.1996;390.85;309.42
27.05.1996;390.85;309.42
28.05.1996;392.0;311.26
29.05.1996;391.0;310.15
30.05.1996;391.3;308.31
31.05.1996;390.55;307.01
03.06.1996;390.7;306.62
04.06.1996;389.7;306.72
05.06.1996;387.65;304.92
06.06.1996;384.85;303.01
07.06.1996;386.6;305.06
10.06.1996;385.65;304.55
11.06.1996;384.9;303.86
12.06.1996;384.8;303.87
13.06.1996;384.7;303.78
14.06.1996;384.1;301.23
17.06.1996;385.0;300.78
18.06.1996;384.85;300.2
19.06.1996;386.3;302.03
20.06.1996;384.4;301.04
21.06.1996;383.2;300.87
24.06.1996;384.2;302.08
25.06.1996;385.1;302.7
26.06.1996;383.8;301.03
27.06.1996;382.95;299.26
28.06.1996;382.0;298.59
01.07.1996;381.55;298.48
02.07.1996;381.95;299.39
03.07.1996;381.95;299.06
04.07.1996;381.0;297.79
05.07.1996;381.5;298.96
08.07.1996;381.9;299.53
09.07.1996;382.9;299.53
10.07.1996;383.0;299.86
11.07.1996;382.7;299.08
12.07.1996;383.6;299.94
15.07.1996;382.75;298.91
16.07.1996;384.25;295.43
17.07.1996;383.4;293.98
18.07.1996;384.0;295.14
19.07.1996;384.5;294.62
22.07.1996;384.85;294.32
23.07.1996;385.1;295.36
24.07.1996;384.4;294.67
25.07.1996;384.8;293.67
26.07.1996;385.2;294.89
29.07.1996;384.5;294.22
30.07.1996;384.8;294.04
31.07.1996;385.3;293.51
01.08.1996;386.25;294.05
02.08.1996;386.35;294.92
05.08.1996;389.75;298.07
06.08.1996;388.5;297.51
07.08.1996;388.0;297.35
08.08.1996;387.6;297.16
09.08.1996;387.5;296.39
12.08.1996;387.15;295.53
13.08.1996;387.6;296.16
14.08.1996;386.7;296.33
15.08.1996;386.2;296.09
16.08.1996;386.2;297.45
19.08.1996;386.4;296.82
20.08.1996;387.1;297.45
21.08.1996;386.8;296.08
22.08.1996;387.0;298.39
23.08.1996;387.0;296.9
26.08.1996;387.0;295.36
27.08.1996;388.8;296.82
28.08.1996;388.5;296.42
29.08.1996;388.0;296.75
30.08.1996;386.45;294.9
02.09.1996;386.55;296.52
03.09.1996;387.5;296.93
04.09.1996;385.6;295.25
05.09.1996;386.0;295.73
06.09.1996;385.4;295.7
09.09.1996;384.6;295.46
10.09.1996;383.1;297.2
11.09.1996;383.5;297.98
12.09.1996;382.1;297.43
13.09.1996;382.8;298.0
16.09.1996;382.8;297.23
17.09.1996;383.45;298.37
18.09.1996;383.0;297.15
19.09.1996;382.75;297.83
20.09.1996;381.75;296.86
23.09.1996;381.0;295.86
24.09.1996;382.3;296.86
25.09.1996;382.4;296.15
26.09.1996;380.45;296.71
27.09.1996;380.7;297.18
30.09.1996;379.0;296.14
01.10.1996;378.65;295.97
02.10.1996;380.3;297.22
03.10.1996;378.85;296.59
04.10.1996;380.7;298.13
07.10.1996;380.1;297.45
08.10.1996;380.85;297.63
09.10.1996;381.35;298.45
10.10.1996;381.75;298.93
11.10.1996;380.75;298.44
14.10.1996;380.9;298.22
15.10.1996;381.0;300.19
16.10.1996;381.5;300.42
17.10.1996;380.6;300.84
18.10.1996;380.0;300.01
21.10.1996;381.0;299.69
22.10.1996;383.35;301.28
23.10.1996;383.5;299.51
24.10.1996;383.0;298.96
25.10.1996;382.55;298.43
28.10.1996;382.9;298.19
29.10.1996;381.7;295.7
30.10.1996;379.7;293.51
31.10.1996;379.5;294.25
01.11.1996;377.6;293.49
04.11.1996;378.7;293.86
05.11.1996;379.3;294.89
06.11.1996;378.0;293.75
07.11.1996;378.6;292.92
08.11.1996;378.15;292.26
11.11.1996;380.5;292.84
12.11.1996;381.9;293.93
13.11.1996;383.6;296.52
14.11.1996;383.0;296.42
15.11.1996;379.25;293.3
18.11.1996;379.1;292.03
19.11.1996;378.2;291.6
20.11.1996;379.1;290.85
21.11.1996;377.0;289.56
22.11.1996;377.0;290.24
25.11.1996;375.4;291.61
26.11.1996;373.5;291.99
27.11.1996;373.0;291.17
28.11.1996;372.65;291.77
29.11.1996;371.3;291.75
02.12.1996;370.75;292.06
03.12.1996;367.4;293.57
04.12.1996;370.9;295.7
05.12.1996;369.0;292.9
06.12.1996;370.25;291.27
09.12.1996;369.0;293.17
10.12.1996;368.25;292.2
11.12.1996;368.25;290.14
12.12.1996;368.6;290.87
13.12.1996;369.0;291.4
16.12.1996;368.25;291.9
17.12.1996;368.2;290.43
18.12.1996;368.7;292.46
19.12.1996;369.0;293.75
20.12.1996;369.0;292.53
23.12.1996;368.75;292.21
24.12.1996;368.75;292.62
25.12.1996;368.75;292.62
26.12.1996;368.75;292.68
27.12.1996;369.4;293.02
30.12.1996;369.25;293.07
31.12.1996;369.25;290.49
01.01.1997;369.25;290.49
02.01.1997;366.55;288.3
03.01.1997;364.0;289.28
06.01.1997;358.5;286.21
07.01.1997;359.0;286.15
08.01.1997;356.6;285.61
09.01.1997;356.5;286.09
10.01.1997;358.25;288.52
13.01.1997;359.6;290.57
14.01.1997;357.4;289.7
15.01.1997;354.45;286.55
16.01.1997;353.05;285.87
17.01.1997;355.75;291.15
20.01.1997;353.1;291.19
21.01.1997;354.7;292.78
22.01.1997;351.2;292.87
23.01.1997;348.0;290.41
24.01.1997;352.5;291.95
27.01.1997;353.6;294.61
28.01.1997;353.7;297.58
29.01.1997;351.1;294.35
30.01.1997;349.25;292.01
31.01.1997;345.5;288.68
03.02.1997;344.3;289.13
04.02.1997;345.7;289.98
05.02.1997;343.4;289.0
06.02.1997;342.8;288.64
07.02.1997;339.75;289.5
10.02.1997;340.4;287.6
11.02.1997;339.4;289.24
12.02.1997;337.7;289.8
13.02.1997;342.65;294.95
14.02.1997;342.4;294.64
17.02.1997;344.1;298.45
18.02.1997;345.0;298.42
19.02.1997;346.25;300.11
20.02.1997;345.0;297.93
21.02.1997;353.3;303.81
24.02.1997;353.05;301.35
25.02.1997;353.1;302.6
26.02.1997;354.75;306.37
27.02.1997;360.0;311.04
28.02.1997;358.6;310.07
03.03.1997;362.15;314.15
04.03.1997;359.4;314.25
05.03.1997;354.5;310.28
06.03.1997;353.1;310.06
07.03.1997;350.3;307.58
10.03.1997;350.25;305.08
11.03.1997;351.95;307.04
12.03.1997;351.4;306.0
13.03.1997;352.9;307.07
14.03.1997;352.8;306.82
17.03.1997;351.4;304.34
18.03.1997;346.3;298.11
19.03.1997;349.1;300.79
20.03.1997;352.0;304.25
21.03.1997;352.8;304.28
24.03.1997;350.2;302.81
25.03.1997;349.6;302.71
26.03.1997;346.05;299.56
27.03.1997;348.15;298.81
28.03.1997;348.15;298.58
31.03.1997;348.15;297.45
01.04.1997;350.0;298.98
02.04.1997;351.05;299.77
03.04.1997;348.75;297.35
04.04.1997;347.4;297.19
07.04.1997;349.0;304.44
